HATHI_ID,TITLE,YEAR,AUTHOR,BIG5?,BIG6?,CLASS
mdp.39015005146504,"Naturalistic triptych; the fictive and the real in Zola, Mann, and Dreiser [by] Haskell M. Block.",1970,"Block, Haskell M.",1,1,SAMPLE
mdp.39015008036918,Letters of Aldous Huxley. Edited by Grover Smith.,1970,"Huxley, Aldous, 1894-1963.",1,1,SAMPLE
uc1.b4948560,Three years to play.,1970,"MacInnes, Colin.",1,1,SAMPLE
mdp.39015066062889,Nathanael West; the art of his life.,1970,"Martin, Jay.",1,1,SAMPLE
mdp.39015004708668,Dionysus in 69. [Edited by Richard Schechner. Photos. by Frederick Eberstadt. With additional photos. by Raeanne Rubenstein and two folios of photos. by Max Waldman.,1970,Performance Group.,1,1,SAMPLE
mdp.39015010478165,"Thomas Mann: profile and perspectives, with two unpublished letters and a chronological list of important events.",1970,"Von Gronicka, André, 1912-1999.",1,1,SAMPLE
umn.31951000022029v,"Orbitals and symmetry, by D. S. Urch.",1970,"Urch, D. S.",1,1,SAMPLE
mdp.39015016058441,Inorganic energetics [by] W. E. Dasent. -,1970,"Dasent, W. E.",1,1,SAMPLE
mdp.39015004464015,"Uphill to Mars, downhill to Venus, by Norman F. Smith. Illustrated with photos. and with drawings and diagr. executed from the author's sketches by Edmund DeWan.",1970,"Smith, Norman F.",1,1,SAMPLE
mdp.39015026302094,Gold! Gold! Gold! The Johannesburg gold rush.,1970,"Rosenthal, Eric.",1,1,SAMPLE
mdp.39015031490371,Warfare.,1970,"Leckie, Robert, 1920-2001.",1,1,SAMPLE
mdp.39015051395161,"The British soldier in the Napoleonic Wars, 1793-1815. -",1970,"Brett-James, Antony, 1920-",1,1,SAMPLE
mdp.39015039039972,Theories of peace and security: a reader in contemporary strategic thought; edited by John Garnett.,1970,"Garnett, John C.",1,1,SAMPLE
mdp.39015009293302,Strategy for tomorrow [by] Hanson W. Baldwin.,1970,"Baldwin, Hanson Weightman, 1903-",1,1,SAMPLE
mdp.39015018646706,Confirm or deny; informing the people on national security [by] Phil G. Goulding.,1970,"Goulding, Phil G., 1921-",1,1,SAMPLE
mdp.39015004060698,Race to oblivion; a participant's view of the arms race [by] Herbert York.,1970,"York, Herbert F.",1,1,SAMPLE
mdp.39015014297397,Military men [by] Ward Just.,1970,"Just, Ward S.",1,1,SAMPLE
mdp.39015027237315,Solzhenitsyn; a documentary record. Edited and with an introd. by Leopold Labedz.,1970,"Labedz, Leopold,",1,1,SAMPLE
mdp.39015020830744,Physical education; a textbook of principles for professional students [by] Delbert Oberteuffer and Celeste Ulrich with Charles L. Mand.,1970,"Oberteuffer, Delbert, 1901-",1,1,SAMPLE
mdp.39015022359775,Catamarans offshore.,1970,"Choy, Rudy.",1,1,SAMPLE
mdp.39015002461187,"The square-to-square golf swing; model method for the modern player, by Dick Aultman and the editors of Golf digest. Illustrated by Anthony Ravielli.",1970,"Aultman, Dick.",1,1,SAMPLE
mdp.39015020673144,"Contemporary American education; an anthology of issues, problems, challenges [by] Stan Dropkin, Harold Full [and] Ernest Schwarcz.",1970,"Dropkin, Stan.",1,1,SAMPLE
mdp.39015026834245,Education in America.,1970,"Hughes, James Monroe, 1890-",1,1,SAMPLE
mdp.39015004851328,Student politics in Chile [by] Frank Bonilla [and] Myron Glazer.,1970,"Bonilla, Frank.",1,1,SAMPLE
mdp.39015003659953,Nineteenth century education [by] Eric Midwinter. -,1970,"Midwinter, Eric C.",1,1,SAMPLE
mdp.39015026825821,"Education in Saudi Arabia: a history of fifteen years effort to spread education in a developing country, an orthodox diagnosis, and some proposals for a better future. [By] Abd-el Wahab Abd-el Wassie. -",1970,"ʻAbd al-Wāsiʻ, ʻAbd al-Wahhāb.",1,1,SAMPLE
mdp.39015026965833,Evolving instruction [by] Eugene E. Haddan.,1970,"Haddan, Eugene E.",1,1,SAMPLE
mdp.39015031986980,The rise of the student estate in Britain [by] Eric Ashby and Mary Anderson.,1970,"Ashby, Eric, 1904-1992.",1,1,SAMPLE
uc1.b4912562,"Labor and the left; a study of socialist and radical influences in the American labor movement, 1881-1924 [by] John H.M. Laslett.",1970,"Laslett, John H. M.",1,1,SAMPLE
mdp.39015007573648,"Social radicalism and the arts, Western Europe; a cultural history from the French Revolution to 1968.",1970,"Egbert, Donald Drew, 1902-1973.",1,1,SAMPLE
mdp.39015014610656,The urgency of Marxist-Christian dialogue. -,1970,"Aptheker, Herbert, 1915-2003.",1,1,SAMPLE
mdp.39015002352006,"Comparative perspectives on formal organizations, edited and with introd. by Henry A. Landsberger.",1970,"Landsberger, Henry A.",1,1,SAMPLE
uc1.32106001017075,Observations of deviance. Edited by Jack D. Douglas,1970,"Douglas, Jack D.,",1,1,SAMPLE
uc1.b4971137,"Crisis in American institutions, edited by Jerome H. Skolnick [and] Elliott Currie.",1970,"Skolnick, Jerome H.",1,1,SAMPLE
uva.x000237049,Perspectives on pornography. Edited with an introd. by Douglas A. Hughes.,1970,"Hughes, Douglas A.,",1,1,SAMPLE
mdp.39015046851369,Society and the legal order; cases and materials in the sociology of law. Edited by Richard D. Schwartz and Jerome H. Skolnick.,1970,"Schwartz, Richard D., 1925-",1,1,SAMPLE
mdp.39015007219564,Social policy: issues of choice and change.,1970,"Rein, Martin, 1928-",1,1,SAMPLE
mdp.39015050555559,"Violence and the struggle for existence. Work of the Committee on Violence of the Department of Psychiatry, Stanford University School of Medicine. Edited by David N. Daniels, Marshall F. Gilula [and] Frank M. Ochberg. Foreword by Coretta Scott King.",1970,Stanford University. Committee on Violence.,1,1,SAMPLE
mdp.39015030416666,"Whitetown, U.S.A.",1970,"Binzen, Peter.",1,1,SAMPLE
mdp.39015000294895,"Abortion: law, choice, and morality [by] Daniel Callahan.",1970,"Callahan, Daniel, 1930-",1,1,SAMPLE
uva.x002118518,Parents and children in history; the psychology of family life in early modern France.,1970,"Hunt, David, 1942-",1,1,SAMPLE
mdp.39015001798233,"Militarism, U.S.A. [by] James A. Donovan. With a foreword by David M. Shoup.",1970,"Donovan, James A.",1,1,SAMPLE
mdp.39015014097292,"Environmental geology: conservation, land-use planning, and resource management [by] Peter T. Flawn.",1970,"Flawn, Peter Tyrell.",1,1,SAMPLE
mdp.39015008083415,"First on the moon. A voyage with Neil Armstrong, Michael Collins [and] Edwin E. Aldrin, Jr., written with Gene Farmer and Dora Jane Hamblin. Epilogue by Arthur C. Clarke. -",1970,"Armstrong, Neil, 1930-2012.",1,1,SAMPLE
mdp.39015006740149,"Play and interplay; a manifesto for new design in urban recreational environment, by M. Paul Friedberg with Ellen Perry Berkeley. Introd. by Thomas P. F. Hoving.",1970,"Friedberg, M. Paul, 1931-",1,1,SAMPLE
mdp.39015003487736,Crisis in the classroom; the remaking of American education [by] Charles E. Silberman.,1970,"Silberman, Charles E., 1925-",1,1,SAMPLE
mdp.39015005687390,Student politics in France; a study of the Union nationale des étudiants de France [by] A. Belden Fields.,1970,"Fields, A. Belden.",1,1,SAMPLE
mdp.39015002608530,Economics and urban problems; diagnoses and prescriptions [by] Dick Netzer.,1970,"Netzer, Dick, 1928-2008.",1,1,SAMPLE
mdp.39015002653213,"American education; the colonial experience, 1607-1783 [by] Lawrence A. Cremin.",1970,"Cremin, Lawrence Arthur, 1925-",1,1,SAMPLE
mdp.39015054065332,Remembering the answers; essays on the American student revolt.,1970,"Glazer, Nathan.",1,1,SAMPLE
mdp.39015023757837,Stating behavioral objectives for classroom instruction [by] Norman E. Gronlund.,1970,"Gronlund, Norman Edward, 1920-",1,1,SAMPLE
mdp.39015035097339,Trade and specialization.,1970,"Findlay, Ronald.",1,1,SAMPLE
mdp.39015048424504,Public finance: selected readings; edited by R. W. Houghton.,1970,"Houghton, Roy William,",1,1,SAMPLE
mdp.39015064426912,Regional economics: a reader; edited by Harry W. Richardson.,1970,"Richardson, Harry Ward.",1,1,SAMPLE
mdp.39015003662213,Each other's victims.,1970,"Travers, Milton.",1,1,SAMPLE
uc1.32106000959913,International economics.,1970,"Södersten, Bo.",1,1,SAMPLE
mdp.39015013914117,Personnel: the management of people at work [by] Dale S. Beach.,1970,"Beach, Dale S.",1,1,SAMPLE
umn.319510018615290,Training by objectives; an economic approach to management training [by] George S. Odiorne.,1970,"Odiorne, George S.",1,1,SAMPLE
mdp.39015020810886,From those wonderful folks who gave you Pearl Harbor; front-line dispatches from the advertising war. Edited by Charles Sopkin.,1970,"Della Femina, Jerry.",1,1,SAMPLE
uc1.b4360853,The curbstone brokers; the origins of the American Stock Exchange.,1970,"Sobel, Robert, 1931 Feb. 19-",1,1,SAMPLE
mdp.39015003607960,"Neighborhood, city, and metropolis; an integrated reader in urban sociology, edited with introd. by Robert Gutman and David Popenoe. Consulting editor: Marvin Bressler.",1970,"Gutman, Robert.",1,1,SAMPLE
mdp.39015011380345,"New lives, new landscapes; planning for the 21st century. With a foreword by Walter Muir Whitehill.",1970,"Fairbrother, Nan.",1,1,SAMPLE
uc1.b3916397,Class and society [by] Kurt B. Mayer and Walter Buckley.,1970,"Mayer, Kurt Bernd, 1916-",1,1,SAMPLE
uc1.b4915705,Race and ethnicity; essays in comparative sociology [by] Pierre L. van den Berghe.,1970,"Van den Berghe, Pierre L.",1,1,SAMPLE
mdp.39015016183777,Social welfare: institution and process [by] Helen M. Crampton [and] Kenneth K. Keiser.,1970,"Crampton, Helen M.",1,1,SAMPLE
mdp.39015006040466,"Diminished people; problems and care of the mentally retarded, by 15 authors. Edited by Norman R. Bernstein. With a foreword by Howard W. Potter and an introd. by Leon Eisenberg.",1970,"Bernstein, Norman R., 1927-",1,1,SAMPLE
mdp.39015004927904,You owe yourself a drunk: an ethnography of urban nomads [by] James P. Spradley.,1970,"Spradley, James P.",1,1,SAMPLE
mdp.39015065690821,Crime in the city.,1970,"Glaser, Daniel.",1,1,SAMPLE
mdp.39015020740224,Killer; a journal of murder [by] Thomas E. Gaddis & James O. Long.,1970,"Gaddis, Thomas E.",1,1,SAMPLE
uc1.b3914824,"Crime in America; observations on its nature, causes, prevention, and control. With an introd. by Tom Wicker.",1970,"Clark, Ramsey, 1927-",1,1,SAMPLE
mdp.39015012101583,"Keeping the peace; a police chief looks at his job, by Herbert Jenkins.",1970,"Jenkins, Herbert T.",1,1,SAMPLE
mdp.39015031442893,Police killings in Australia [by] R. W. Harding.,1970,"Harding, Richard, 1939-",1,1,SAMPLE
mdp.39015008315999,Juveniles on parole; a sociological perspective [by] William R. Arnold.,1970,"Arnold, William R. 1933-",1,1,SAMPLE
mdp.39015007056420,The violent gang.,1970,"Yablonsky, Lewis.",1,1,SAMPLE
mdp.39015001869091,"Political science: the discipline and its dimensions; an introduction, by Stephen L. Wasby. With chapters by William C. Baum [and others].",1970,"Wasby, Stephen L., 1937-",1,1,SAMPLE
uc1.b4967405,Issues and parties in legislative voting; methods of statistical analysis.,1970,"MacRae, Duncan, Jr.",1,1,SAMPLE
mdp.39015057976733,Political ideas and ideologies; a history of political thought [by] Mulford Q. Sibley.,1970,"Sibley, Mulford Quickert.",1,1,SAMPLE
mdp.39015008687793,Laws & men; the challenge of American politics [by] Daniel M. Berman [and] Louis S. Loeb.,1970,"Berman, Daniel M. 1928-1967.",1,1,SAMPLE
mdp.39015001852493,The President and civil rights; policy-making by executive order [by] Ruth P. Morgan.,1970,"Morgan, Ruth P., 1934-",1,1,SAMPLE
mdp.39015025635478,Interest group politics in America. Edited with an introd. [by] Robert H. Salisbury. -,1970,"Salisbury, Robert Holt, 1930-",1,1,SAMPLE
mdp.39015004162155,The politics of finance: the House Committee on Ways and Means [by] John F. Manley.,1970,"Manley, John F.",1,1,SAMPLE
mdp.39015048827201,Marshall versus Jefferson: the political background of Marbury Vs. Madison [by] Donald O. Dewey.,1970,"Dewey, Donald Odell, 1930-",1,1,SAMPLE
mdp.39015008828033,"How Britain is governed, by J. Harvey.",1970,"Harvey, J. 1917-",1,1,SAMPLE
mdp.39015001694200,British politics in the nineteenth century; edited by Eugene C. Black.,1970,"Black, Eugene Charlton.",1,1,SAMPLE
mdp.39015003670141,"Tory & Whig: the struggle in the constituencies, 1701-1715 [by] W. A. Speck.",1970,"Speck, W. A. 1938-",1,1,SAMPLE
mdp.39015008590682,Politics in India.,1970,"Kothari, Rajni.",1,1,SAMPLE
mdp.39015011488452,"Politics in North Africa: Algeria, Morocco, and Tunisia. -",1970,"Moore, Clement Henry.",1,1,SAMPLE
uc1.b4362288,Cities of the prairie; the metropolitan frontier and American politics [by] Daniel J. Elazar.,1970,"Elazar, Daniel Judah.",1,1,SAMPLE
mdp.39015002153883,NATO: the transatlantic bargain.,1970,"Cleveland, Harlan.",1,1,SAMPLE
mdp.39015038888957,War and its prevention. Edited by Amitai Etzioni and Martin Wenglinsky.,1970,"Etzioni, Amitai,",1,1,SAMPLE
mdp.39015002262916,UN: The first twenty-five years [by] Clark M. Eichelberger.,1970,"Eichelberger, Clark M. 1896-1980.",1,1,SAMPLE
uc1.b3957949,Learning about politics; a reader in political socialization [by] Roberta S. Sigel.,1970,"Sigel, Roberta S.",1,1,SAMPLE
mdp.39015013738623,A history of political thought: the Middle Ages. -,1970,"Ullmann, Walter, 1910-",1,1,SAMPLE
mdp.39015035309262,Peaceable kingdoms : New England towns in the eighteenth century.,1970,"Zuckerman, Michael, 1939-",1,1,SAMPLE
mdp.39015002284753,Against the crime of silence; : proceedings. / Edited by John Duffett. Introd. by Bertrand Russell. Foreword by Ralph Schoenman. Pref. by Noam Chomsky.,1970,International War Crimes Tribunal.,1,1,SAMPLE
uc1.b4194683,Decline and fall.,1970,"Friedrich, Otto, 1929-",1,1,SAMPLE
umn.31951000484609b,"The art and science of book publishing, by Herbert S. Bailey, Jr.",1970,"Bailey, Herbert Smith.",1,1,SAMPLE
mdp.39015002966391,New horizons in linguistics; edited by John Lyons.,1970,"Lyons, John, 1932-",1,1,SAMPLE
mdp.39015005148005,Foundations of communication theory [by] Kenneth K. Sereno [and] C. David Mortensen.,1970,"Sereno, Kenneth K.",1,1,SAMPLE
mdp.39015010388356,Montage: investigations in language [by] William Sparke and Clark McKowen.,1970,"Sparke, William.",1,1,SAMPLE
mdp.39015004814524,Will the Soviet Union survive until 1984? By Andrei Amalrik. Pref. by Henry Kamm. Commentary by Sidney Monas.,1970,"Amalʹrik, Andreĭ, 1938-1980.",1,1,SAMPLE
mdp.39015005008258,Understanding the Russians; a citizen's primer [by] Foy D. Kohler.,1970,"Kohler, Foy D.",1,1,SAMPLE
mdp.39015002378407,Polish society.,1970,"Szczepański, Jan, 1913-2004.",1,1,SAMPLE
mdp.39015003974089,"Eastern Europe: politics, revolution, & diplomacy [by] Henry L. Roberts.",1970,"Roberts, Henry L.",1,1,SAMPLE
mdp.39015027243966,The essential Tito. Edited with an introd. by Henry M. Christman.,1970,"Tito, Josip Broz, 1892-1980.",1,1,SAMPLE
mdp.39015026720519,Profiles from the new Asia.,1970,"Roland, Albert.",1,1,SAMPLE
mdp.39015066414239,History of the Arabs from the earliest times to the present [by] Philip K. Hitti.,1970,"Hitti, Philip K. 1886-1978.",1,1,SAMPLE
mdp.39015005127249,The Middle East in revolution [by] Humphrey Trevelyan.,1970,"Trevelyan, Humphrey, Baron Trevelyan, 1905-",1,1,SAMPLE
mdp.39015008807060,Pilgrims to the Holy Land; the story of pilgrimage through the ages [by] Teddy Kollek and Moshe Pearlman. -,1970,"Kollek, Teddy, 1911-2007.",1,1,SAMPLE
mdp.39015005185775,Whose land? A history of the peoples of Palestine [by] James Parkes.,1970,"Parkes, James, 1896-1981.",1,1,SAMPLE
mdp.39015026581119,Between the rock and the hard place.,1970,"Jacobs, Paul, 1918-",1,1,SAMPLE
mdp.39015002698747,Flight and rescue: Brichah.,1970,"Bauer, Yehuda.",1,1,SAMPLE
mdp.39015005136083,Zionism reconsidered; the rejection of Jewish normalcy. Edited and with an introd. by Michael Selzer.,1970,"Selzer, Michael.",1,1,SAMPLE
mdp.39015020657527,Looking for Dilmun.,1970,"Bibby, Geoffrey.",1,1,SAMPLE
mdp.39015026999881,"Soft state; a newspaperman's chronicle of India, by Bernard D. Nossiter.",1970,"Nossiter, Bernard D.",1,1,SAMPLE
mdp.39015004103555,The wildest dreams of Kew; a profile of Nepal. Photos. by Claude Jaccoux.,1970,"Bernstein, Jeremy, 1929-",1,1,SAMPLE
mdp.39015008485024,"Foreign devils; westerners in the Far East, the sixteenth century to the present day.",1970,"Barr, Pat, 1934-",1,1,SAMPLE
uc1.31822002947364,"An eye for the dragon; Southeast Asia observed, 1954-1970",1970,"Bloodworth, Dennis",1,1,SAMPLE
mdp.39015002145921,The road from war; Vietnam 1965-1970.,1970,"Shaplen, Robert, 1917-1988",1,1,SAMPLE
uc1.31822003160686,"Quotations Vietnam: 1945-1970, compiled by William G. Effros",1970,"Effros, William G.",1,1,SAMPLE
mdp.39015013943322,My lai 4; a report on the massacre and its aftermath [by] Seymour M. Hersh.,1970,"Hersh, Seymour M.",1,1,SAMPLE
mdp.39015005890952,Conversations with Americans.,1970,"Lane, Mark, 1927-",1,1,SAMPLE
mdp.39015000318983,"Men, stress, and Vietnam [by] Peter G. Bourne.",1970,"Bourne, Peter G., 1939-",1,1,SAMPLE
mdp.39015027066714,The Malays of South-West Sarawak before Malaysia: a socio-ecological survey [by] Tom Harrisson.,1970,"Harrisson, Tom, 1911-1976.",1,1,SAMPLE
mdp.39015003840553,Village life in China. With an introd. by Myron L. Cohen.,1970,"Smith, Arthur H., 1845-1932.",1,1,SAMPLE
mdp.39015011527663,China's turbulent quest [by] Harold C. Hinton. -,1970,"Hinton, Harold C.",1,1,SAMPLE
mdp.39015066086680,The forbidden city; the biography of a palace.,1970,"Dorn, Frank.",1,1,SAMPLE
mdp.39015000948102,Japan; the story of a nation [by] Edwin O. Reischauer.,1970,"Reischauer, Edwin O. 1910-1990.",1,1,SAMPLE
mdp.39015026636988,Australian diplomacy [by] W. J. Hudson.,1970,"Hudson, W. J.",1,1,SAMPLE
mdp.39015027236002,"The eastern frontier; the settlement of Northern New England, 1610-1763 [by] Charles E. Clark.",1970,"Clark, Charles E., 1929-",1,1,SAMPLE
mdp.39015008477526,"Boston, 1689-1776, by G. B. Warden.",1970,"Warden, G. B. 1939-",1,1,SAMPLE
mdp.39015008932280,"Roger Williams, witness beyond Christendom, 1603-1683.",1970,"Garrett, John, 1920-",1,1,SAMPLE
mdp.39015002632308,Lindsay's promise: the dream that failed; a personal account.,1970,"Klein, Woody, 1929-",1,1,SAMPLE
mdp.39015014764396,A mind to stay here; profiles from the South. With photos. by Al Clayton.,1970,"Egerton, John.",1,1,SAMPLE
mdp.39015054065035,The new South creed; a study in southern mythmaking [by] Paul M. Gaston.,1970,"Gaston, Paul M., 1928-",1,1,SAMPLE
mdp.39015004010230,White southerners [by] Lewis M. Killian.,1970,"Killian, Lewis M.",1,1,SAMPLE
mdp.39015012209071,"The golden age; a climate for greatness, Virginia 1732-1775.",1970,"Dowdey, Clifford, 1904-",1,1,SAMPLE
mdp.39015000115702,Crisis of fear: secession in South Carolina [by] Steven A. Channing.,1970,"Channing, Steven A.",1,1,SAMPLE
mdp.39015010306879,"The great conspiracy trial : an essay on law, liberty, and the Constitution / by Jason Epstein.",1970,"Epstein, Jason.",1,1,SAMPLE
mdp.39015050241473,"Daley of Chicago; the man, the Mayor, and the limits of conventional politics [by] Bill Gleason.",1970,"Gleason, William Francis, 1922-",1,1,SAMPLE
mdp.39015023646717,Time out of hand; revolution and reaction in Southeast Asia.,1970,"Shaplen, Robert, 1917-1988",1,1,SAMPLE
mdp.39015013419919,Antisuyo; the search for the lost cities of the Amazon.,1970,"Savoy, Gene.",1,1,SAMPLE
mdp.39015019980260,The wild young desert.,1970,"Atwood, Ann.",1,1,SAMPLE
mdp.39015001676017,"This little planet, edited by Michael Hamilton, with an introd. by Edmund S. Muskie.",1970,"Hamilton, Michael Pollock, 1927-",1,1,SAMPLE
mdp.39015000646250,Anthropological essays.,1970,"Lewis, Oscar, 1914-1970.",1,1,SAMPLE
mdp.39015001692063,Culture shock; a reader in modern cultural anthropology [by] Philip K. Bock.,1970,"Bock, Philip K.",1,1,SAMPLE
mdp.39015007018008,Anthropological research; the structure of inquiry [by] Pertti J. Pelto.,1970,"Pelto, Pertti J.",1,1,SAMPLE
mdp.39015003504019,"Marginal natives; anthropologists at work. Contributors: Morris Freilich [and others] Morris Freilich, editor.",1970,"Freilich, Morris, 1928-",1,1,SAMPLE
mdp.39015008380514,"The dangerous hour; the lore of crisis and mystery in rural Greece, by Richard and Eva Blum. With fieldwork assistance by Anna Amera and Sophie Kallifatidou. With a foreword by H. R. H. Prince Peter of Greece.",1970,"Blum, Richard H.",1,1,SAMPLE
mdp.39015011828269,Leisure: penalty or prize?.,1970,"Glasser, Ralph.",1,1,SAMPLE
mdp.39015020568393,Fundamentals of recreation [by] Thomas S. Yukic.,1970,"Yukic, Thomas S.",1,1,SAMPLE
mdp.39015021653715,Education in the history of Western civilization; selected readings [by] Frederick M. Binder.,1970,"Binder, Frederick M.",1,1,SAMPLE
mdp.39015026974744,Individualizing instruction in reading and social studies; selected readings on programs and practices [by] Virgil M. Howes.,1970,"Howes, Virgil M.",1,1,SAMPLE
mdp.39015004981240,Basic studies on reading. Edited by Harry Levin and Joanna P. Williams.,1970,"Levin, Harry, 1925-",1,1,SAMPLE
mdp.39015005026235,Diagnosis and treatment of the disabled reader [by] Homer L. J. Carter [and] Dorothy J. McGinnis.,1970,"Carter, Homer L. J., 1894-",1,1,SAMPLE
mdp.39015026809866,The psychology of school adjustment. Edited by Bernard D. Starr.,1970,"Starr, Bernard D.",1,1,SAMPLE
mdp.39015026816002,"Techniques and activities to stimulate verbal learning [by] Clarence R. Calder, Jr. [and] Eleanor M. Antan.",1970,"Calder, Clarence R.",1,1,SAMPLE
mdp.39015004345099,"Writing behavioral objectives, a new approach [by] H. H. McAshan.",1970,"McAshan, H. H.",1,1,SAMPLE
mdp.39015035457418,Strategies for reading in the elementary school [by] Clifford L. Bush [and] Mildred H. Huebner.,1970,"Bush, Clifford L., 1915-",1,1,SAMPLE
mdp.39076001140990,The language-experience approach to the teaching of reading [by] Russell G. Stauffer.,1970,"Stauffer, Russell G.",1,1,SAMPLE
mdp.39015035851297,"Current research in elementary school mathematics; [articles, selected by] Robert B. Ashlock and Wayne L. Herman, Jr.",1970,"Ashlock, Robert B., 1930-",1,1,SAMPLE
mdp.39015011619783,Art for children: schooling in the middle years.,1970,"Hoyland, Michael.",1,1,SAMPLE
mdp.39015035882409,"Selected readings on general supervision, edited by James E. Heald, Louis G. Romano [and] Nicholas P. Georgiady.",1970,"Heald, James E.",1,1,SAMPLE
mdp.39015005553170,"Every kid a winner: accountability in education, by Leon M. Lessinger.",1970,"Lessinger, Leon M.",1,1,SAMPLE
umn.319510007737241,Academia in anarchy; an economic diagnosis [by] James M. Buchanan & Nicos E. Devletoglou.,1970,"Buchanan, James M.",1,1,SAMPLE
mdp.39015008669841,Classroom management: theory and skill training [by] Lois V. Johnson [and] Mary A. Bany.,1970,"Johnson, Lois Vivian, 1913-",1,1,SAMPLE
mdp.39015012290956,American boarding schools: a historical study.,1970,"McLachlan, James, 1932-",1,1,SAMPLE
mdp.39015005263218,Network analysis in geography [by] Peter Haggett [and] Richard J. Chorley.,1970,"Haggett, Peter.",1,1,SAMPLE
mdp.39015013109593,Barnum in London.,1970,"Fitzsimons, Raymund.",1,1,SAMPLE
mdp.39015036047697,How to change the schools; a parents' action handbook on how to fight the system.,1970,"Lurie, Ellen.",1,1,SAMPLE
mdp.39015058336861,A primer on employment and wages.,1970,"Galenson, Walter, 1914-",1,1,SAMPLE
uc1.b4170108,"Comparative perspectives; theories and methods, edited and with introd. by Amitai Etzioni [and] Fredric L. DuBow",1970,"Etzioni, Amitai.",1,1,SAMPLE
mdp.39015001782310,The philosophy of the social sciences.,1970,"Ryan, Alan.",1,1,SAMPLE
mdp.39015005137198,Specification and uses of econometric models [by] T. Merritt Brown.,1970,"Brown, Tillman Merritt, 1913-",1,1,SAMPLE
mdp.39015006466968,"Private wants, public means; an economic analysis of the desirable scope of government.",1970,"Tullock, Gordon.",1,1,SAMPLE
mdp.39015031892857,"Economics: mainstream readings and radical critiques, edited, with introductions by David Mermelstein. Special introd. by Robert Lekachman.",1970,"Mermelstein, David, 1933-",1,1,SAMPLE
uc1.b3820695,Principles of economics [by] Daniel B. Suits.,1970,"Suits, Daniel B., 1918-",1,1,SAMPLE
uc1.32106007205666,"America's greatest depression, 1929-1941 [by] Lester V. Chandler.",1970,"Chandler, Lester Vernon, 1905-",1,1,SAMPLE
mdp.39015004950484,The principles of development aid [by] E. K. Hawkins.,1970,"Hawkins, Edward K.",1,1,SAMPLE
mdp.39015012963263,"Economist on Wall Street; notes on the sanctity of gold, the value of money, the security of investments, and other delusions, by Peter L. Bernstein. Pref. by Gilbert Kaplan.",1970,"Bernstein, Peter L.",1,1,SAMPLE
mdp.39015007216347,The future of inequality [by] S. M. Miller and Pamela A. Roby.,1970,"Miller, S. M. 1922-",1,1,SAMPLE
mdp.39015027399115,"A peck of salt ; a year in the ghetto / by John T. Hough, Jr.",1970,"Hough, John, 1946-",1,1,SAMPLE
mdp.39015031363008,Western capitalism since the war.,1970,"Kidron, Michael.",1,1,SAMPLE
mdp.39015030459922,"How the economy works, and other essays, by F. W. Paish.",1970,"Paish, F. W. 1898-1988",1,1,SAMPLE
mdp.39015014969755,The econometric study of the United Kingdom : proceedings of the 1969 Southampton conference on Short-Run Econometric Models of the U.K. Economy / edited by Kenneth Hilton and David F. Heathfield.,1970,"Southampton Conference on Short-Run Econometric Models of the U.K. Economy, University of Southampton, 1969.",1,1,SAMPLE
mdp.39015030459443,Poverty: the forgotten Englishmen [by] Ken Coates & Richard Silburn.,1970,"Coates, Ken.",1,1,SAMPLE
uc1.b4424120,"Technology, management & society; essays, by Peter F. Drucker.",1970,"Drucker, Peter F. 1909-2005.",1,1,SAMPLE
mdp.39015001690562,Business and the cities; a book of relevant readings. Edited by Neil W. Chamberlain.,1970,"Chamberlain, Neil W.",1,1,SAMPLE
mdp.39015000950694,"Between capitalism and socialism: essays in political economics, by Robert L. Heilbroner.",1970,"Heilbroner, Robert L.",1,1,SAMPLE
mdp.39015004233519,Foreign aid: selected readings: edited by Jagdish Bhagwati & Richard S. Eckaus. -,1970,"Bhagwati, Jagdish N., 1934-",1,1,SAMPLE
mdp.39015003753970,Up the organization.,1970,"Townsend, Robert, 1920-",1,1,SAMPLE
mdp.39015001650509,The sociology and social psychology of disability and rehabilitation.,1970,"Safilios-Rothschild, Constantina, 1934-",1,1,SAMPLE
mdp.39015009040059,The drovers: who they were and how they went; an epic of the English countryside [by] K. J. Bonser.,1970,"Bonser, Kenneth J.",1,1,SAMPLE
mdp.39015049489357,"The foundation of sociological theory, [by] Theodore Abel.",1970,"Abel, Theodore Fred, 1896-1988.",1,1,SAMPLE
uc1.b3973072,The coming crisis of Western sociology [by] Alvin W. Gouldner.,1970,"Gouldner, Alvin Ward, 1920-",1,1,SAMPLE
mdp.39015005073138,The social bond: an introduction to the study of society [by] Robert A. Nisbet.,1970,"Nisbet, Robert A.",1,1,SAMPLE
uc1.b3986172,"The study of society; an integrated anthology. Edited, with introductions, by Peter I. Rose.",1970,"Rose, Peter Isaac, 1933-",1,1,SAMPLE
uc1.32106001022513,"The higher circles; the governing class in America, by G. William Domhoff.",1970,"Domhoff, G. William.",1,1,SAMPLE
uc1.b4390941,The troubled American.,1970,"Lemon, Richard.",1,1,SAMPLE
uva.x000189152,"The new eroticism: theories, vogues and canons.",1970,"Nobile, Philip",1,1,SAMPLE
mdp.39015008042759,"The intimate marriage [by] Howard J. Clinebell, Jr. and Charlotte H. Clinebell.",1970,"Clinebell, Howard John, 1922-",1,1,SAMPLE
